"","Study_site","file","Study_Name","Site_Name","Observational","Latitude__decimal_degrees","Longitude__Decimal_Degrees","Altitude__m","Country","Sample_StartDate_Month","Sample_StartDate_Year","Sample_EndDate_Month","Sample_EndDate_Year","ExtractionMethod","Sampled_Area","Sampled_Area_Unit","Sample_Effort","PH","PH_Collection_Method","Organic_Carbon__percent","Soil_Organic_Matter__percent","C.N_ratio","Sand__percent","Silt__percent","Clay__percent","Soil_Moisture_percent","Water_Holding_Capacity_percent__versus_dry_weight","SoilType","LandUse","HabitatCover","SpeciesRichness","SpeciesRichnessUnit","Habitat_as_described","Site_WetBiomass","Site_WetBiomassUnits","NumberofSpecies","Site_NumberofIndividuals","ph_new"
"1180","France-Bouché Bou-863","000_Guernion2014","France-Bouché","Bou-863","Observation",45.558,5.676,239,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.7,"H20",NA,1.7,NA,88.5,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7.7
"1181","France-Bouché Bou-864","000_Guernion2014","France-Bouché","Bou-864","Observation",45.729,5.667,262,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,3.9,NA,62.5,24,9.6,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7.1
"1182","France-Bouché Bou-865","000_Guernion2014","France-Bouché","Bou-865","Observation",45.864,5.667,257,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,2.3,NA,87.9,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,6.5
"1183","France-Bouché Bou-866","000_Guernion2014","France-Bouché","Bou-866","Observation",46.026,5.892,302,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,8.1,"H20",NA,2.4,NA,4.9,48.8,43.9,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,8.1
"1184","France-Bouché Bou-867","000_Guernion2014","France-Bouché","Bou-867","Observation",46.152,5.901,557,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,4.6,NA,38.1,38.1,19.1,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,4,NA,7.3
"1185","France-Bouché Bou-868","000_Guernion2014","France-Bouché","Bou-868","Observation",46.296,6.045,553,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.1,"H20",NA,3.3,NA,38.7,38.7,19.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,12,NA,5.1
"1186","France-Bouché Bou-868","000_Guernion2014","France-Bouché","Bou-868","Observation",46.296,6.045,553,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,2,NA,78.4,9.8,9.8,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,12,NA,5.8
"1187","France-Bouché Bou-870","000_Guernion2014","France-Bouché","Bou-870","Observation",46.368,6.027,1395,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.1,"H20",NA,6.6,NA,37.4,37.4,18.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Wood",NA,NA,5,NA,5.1
"1188","France-Bouché Bou-871","000_Guernion2014","France-Bouché","Bou-871","Observation",46.584,5.973,911,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.6,"H20",NA,6.8,NA,37.3,37.3,18.6,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,6.6
"1189","France-Bouché Bou-872","000_Guernion2014","France-Bouché","Bou-872","Observation",46.719,6.207,930,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,8.3,NA,27.5,32.1,32.1,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,6.7
"1190","France-Bouché Bou-873","000_Guernion2014","France-Bouché","Bou-873","Observation",46.935,6.36,813,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,3.9,NA,38.4,38.4,19.2,NA,NA,NA,"Pasture","Herbaceous",10,"Number of species","Agricultural areas Meadow",NA,NA,15,NA,6.5
"1191","France-Bouché Bou-873","000_Guernion2014","France-Bouché","Bou-873","Observation",46.935,6.36,813,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,5.9,NA,37.6,37.6,18.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,15,NA,5.3
"1192","France-Bouché Bou-875","000_Guernion2014","France-Bouché","Bou-875","Observation",47.106,6.684,948,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,4.1,NA,48,9.6,38.4,NA,NA,NA,"Pasture","Herbaceous",9,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,6.3
"1193","France-Bouché Bou-876","000_Guernion2014","France-Bouché","Bou-876","Observation",47.277,6.828,791,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,7.2,NA,27.8,32.5,32.5,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,5.7
"1194","France-Bouché Bou-876","000_Guernion2014","France-Bouché","Bou-876","Observation",47.277,6.828,791,"France",8,1968,8,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,13.1,NA,43.5,8.7,34.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Wood",NA,NA,10,NA,5.9
"1195","France-Bouché Bou-879","000_Guernion2014","France-Bouché","Bou-879","Observation",47.601,2.022,114,"France",9,1963,9,1963,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,1,NA,5,49.5,44.6,NA,NA,NA,"Production - Arable","Cropland",11,"Number of species","Agricultural areas Crop",NA,NA,12,NA,7.3
"1196","France-Bouché Bou-88","000_Guernion2014","France-Bouché","Bou-88","Observation",45.36,1.563,384,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,4.6,"H20",NA,2.4,NA,39,39,19.5,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Meadow",NA,NA,3,NA,4.6
"1197","France-Bouché Bou-899","000_Guernion2014","France-Bouché","Bou-899","Observation",47.601,1.751,121,"France",9,1963,9,1963,"Hand sorting",300000,"cm3",1,7.8,"H20",NA,0.9,NA,5,49.6,44.6,NA,NA,NA,"Production - Arable","Cropland",8,"Number of species","Agricultural areas Crop",NA,NA,9,NA,7.8
"1198","France-Bouché Bou-908","000_Guernion2014","France-Bouché","Bou-908","Observation",47.259,4.335,449,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.1,"H20",NA,4.1,NA,38.4,38.4,19.2,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,14,NA,6.1
"1199","France-Bouché Bou-908","000_Guernion2014","France-Bouché","Bou-908","Observation",47.259,4.335,449,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.7,"H20",NA,3.2,NA,62.9,24.2,9.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Wood",NA,NA,14,NA,5.7
"1200","France-Bouché Bou-911","000_Guernion2014","France-Bouché","Bou-911","Observation",47.277,4.128,563,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.8,"H20",NA,3.6,NA,38.6,38.6,19.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Wood",NA,NA,5,NA,4.8
"1201","France-Bouché Bou-913","000_Guernion2014","France-Bouché","Bou-913","Observation",47.268,3.939,461,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.4,"H20",NA,9,NA,59.1,22.7,9.1,NA,NA,NA,"Unknown","Wetland",5,"Number of species","Wetlands Riverbank",NA,NA,6,NA,4.4
"1202","France-Bouché Bou-914","000_Guernion2014","France-Bouché","Bou-914","Observation",47.313,3.669,185,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,3.2,NA,29,33.9,33.9,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,9,NA,5.9
"1203","France-Bouché Bou-916","000_Guernion2014","France-Bouché","Bou-916","Observation",47.529,3.48,235,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,3.6,NA,28.9,33.7,33.7,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,7.3
"1204","France-Bouché Bou-916","000_Guernion2014","France-Bouché","Bou-916","Observation",47.529,3.48,235,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,10.2,NA,26.9,31.4,31.4,NA,NA,NA,"Unknown","Unknown/Other",3,"Number of species","Forest and seminatural areas Waste land",NA,NA,10,NA,7.4
"1205","France-Bouché Bou-918","000_Guernion2014","France-Bouché","Bou-918","Observation",47.619,3.129,230,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,2.5,NA,4.9,48.8,43.9,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,14,NA,6.3
"1206","France-Bouché Bou-918","000_Guernion2014","France-Bouché","Bou-918","Observation",47.619,3.129,230,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,2.8,NA,4.9,48.6,43.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,14,NA,5.3
"1207","France-Bouché Bou-920","000_Guernion2014","France-Bouché","Bou-920","Observation",47.781,2.877,132,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.9,"H20",NA,1.6,NA,88.6,4.9,4.9,NA,NA,NA,"Unknown","Unknown/Other",4,"Number of species","Forest and seminatural areas Waste land",NA,NA,14,NA,4.9
"1208","France-Bouché Bou-920","000_Guernion2014","France-Bouché","Bou-920","Observation",47.781,2.877,132,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.2,"H20",NA,3.5,NA,86.8,4.8,4.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",8,"Number of species","Forest and seminatural areas Wood",NA,NA,14,NA,5.2
"1209","France-Bouché Bou-923","000_Guernion2014","France-Bouché","Bou-923","Observation",47.772,2.571,157,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.9,"H20",NA,2.2,NA,88,4.9,4.9,NA,NA,NA,"Unknown","Wetland",4,"Number of species","Wetlands Riverbank",NA,NA,5,NA,5.9
"1210","France-Bouché Bou-923","000_Guernion2014","France-Bouché","Bou-923","Observation",47.772,2.571,157,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.2,"H20",NA,3.8,NA,62.5,24.1,9.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",1,"Number of species","Forest and seminatural areas Wood",NA,NA,5,NA,4.2
"1211","France-Bouché Bou-925","000_Guernion2014","France-Bouché","Bou-925","Observation",47.862,2.247,124,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,2.7,NA,87.6,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7
"1212","France-Bouché Bou-926","000_Guernion2014","France-Bouché","Bou-926","Observation",48.078,2.049,124,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,2.1,NA,78.3,9.8,9.8,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7.3
"1213","France-Bouché Bou-927","000_Guernion2014","France-Bouché","Bou-927","Observation",48.402,2.931,117,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,2.6,NA,63.3,24.3,9.7,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,6.5
"1214","France-Bouché Bou-928","000_Guernion2014","France-Bouché","Bou-928","Observation",48.258,3.237,57,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,1.5,NA,88.6,4.9,4.9,NA,NA,NA,"Secondary vegetation","Herbaceous",4,"Number of species","Forest and seminatural areas Grassland",NA,NA,10,NA,7.3
"1215","France-Bouché Bou-928","000_Guernion2014","France-Bouché","Bou-928","Observation",48.258,3.237,57,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.4,"H20",NA,2.6,NA,87.7,4.9,4.9,NA,NA,NA,"Unknown","Unknown/Other",4,"Number of species","Forest and seminatural areas Waste land",NA,NA,10,NA,7.4
"1216","France-Bouché Bou-93","000_Guernion2014","France-Bouché","Bou-93","Observation",43.65,3.777,97,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,2.6,NA,29.2,34.1,34.1,NA,NA,NA,"Secondary vegetation","Herbaceous",1,"Number of species","Forest and seminatural areas Grassland",NA,NA,1,NA,6.9
"1217","France-Bouché Bou-930","000_Guernion2014","France-Bouché","Bou-930","Observation",48.177,3.417,91,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.3,"H20",NA,4.8,NA,28.6,33.3,33.3,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",7,"Number of species","Forest and seminatural areas Poplar grove",NA,NA,8,NA,7.3
"1218","France-Bouché Bou-932","000_Guernion2014","France-Bouché","Bou-932","Observation",48.753,6.081,193,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.8,"H20",NA,3.2,NA,87.1,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,6.8
"1219","France-Bouché Bou-933","000_Guernion2014","France-Bouché","Bou-933","Observation",48.69,5.757,249,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,3.3,NA,29,33.8,33.8,NA,NA,NA,"Pasture","Herbaceous",8,"Number of species","Agricultural areas Meadow",NA,NA,9,NA,7
"1220","France-Bouché Bou-934","000_Guernion2014","France-Bouché","Bou-934","Observation",48.708,5.469,335,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,2.2,NA,29.3,34.2,34.2,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,7
"1221","France-Bouché Bou-935","000_Guernion2014","France-Bouché","Bou-935","Observation",48.879,5.523,263,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,4.9,NA,4.8,47.5,42.8,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,6.9
"1222","France-Bouché Bou-936","000_Guernion2014","France-Bouché","Bou-936","Observation",48.87,5.586,334,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,5.3,NA,28.4,33.2,33.2,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Forest",NA,NA,6,NA,7.1
"1223","France-Bouché Bou-937","000_Guernion2014","France-Bouché","Bou-937","Observation",48.807,5.946,286,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,2.5,NA,29.2,34.1,34.1,NA,NA,NA,"Unknown","Unknown/Other",5,"Number of species","Forest and seminatural areas Waste land",NA,NA,14,NA,7.1
"1224","France-Bouché Bou-937","000_Guernion2014","France-Bouché","Bou-937","Observation",48.807,5.946,286,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,4,NA,28.8,33.6,33.6,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,14,NA,6.9
"1225","France-Bouché Bou-939","000_Guernion2014","France-Bouché","Bou-939","Observation",48.969,5.802,228,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,3.6,NA,4.8,48.2,43.4,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,8,NA,7
"1226","France-Bouché Bou-94.1","000_Guernion2014","France-Bouché","Bou-94.1","Observation",43.542,3.822,35,"France",12,1966,12,1966,"Hand sorting",300000,"cm3",1,7.2,"H20",NA,9.4,NA,27.2,31.7,31.7,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Wood",NA,NA,4,NA,7.2
"1227","France-Bouché Bou-940","000_Guernion2014","France-Bouché","Bou-940","Observation",49.158,5.442,321,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,4.5,NA,28.7,33.4,33.4,NA,NA,NA,"Unknown","Unknown/Other",2,"Number of species","Forest and seminatural areas #N/A",NA,NA,2,NA,6.9
"1228","France-Bouché Bou-941","000_Guernion2014","France-Bouché","Bou-941","Observation",49.338,5.658,238,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.9,"H20",NA,4,NA,28.8,33.6,33.6,NA,NA,NA,"Pasture","Herbaceous",9,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,6.9
"1229","France-Bouché Bou-943","000_Guernion2014","France-Bouché","Bou-943","Observation",49.509,5.793,371,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.7,"H20",NA,2.7,NA,38.9,38.9,19.5,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",7,"Number of species","Forest and seminatural areas Wood",NA,NA,8,NA,6.7
"1230","France-Bouché Bou-944","000_Guernion2014","France-Bouché","Bou-944","Observation",49.356,6.081,326,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.8,"H20",NA,3.2,NA,38.7,38.7,19.4,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,5,NA,6.8
"1231","France-Bouché Bou-945","000_Guernion2014","France-Bouché","Bou-945","Observation",49.302,6.459,266,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.3,"H20",NA,4.2,NA,4.8,47.9,43.1,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",6,"Number of species","Forest and seminatural areas Wood",NA,NA,7,NA,6.3
"1232","France-Bouché Bou-946","000_Guernion2014","France-Bouché","Bou-946","Observation",49.122,6.648,254,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.6,"H20",NA,1.4,NA,88.8,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,6.6
"1233","France-Bouché Bou-946","000_Guernion2014","France-Bouché","Bou-946","Observation",49.122,6.648,254,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4,"H20",NA,2.8,NA,87.5,4.9,4.9,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",4,"Number of species","Forest and seminatural areas Forest",NA,NA,10,NA,4
"1234","France-Bouché Bou-948","000_Guernion2014","France-Bouché","Bou-948","Observation",49.086,6.261,242,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6,"H20",NA,1.9,NA,39.2,39.2,19.6,NA,NA,NA,"Pasture","Herbaceous",10,"Number of species","Agricultural areas Meadow",NA,NA,17,NA,6
"1235","France-Bouché Bou-948","000_Guernion2014","France-Bouché","Bou-948","Observation",49.086,6.261,242,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.4,"H20",NA,2.1,NA,39.2,39.2,19.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",5,"Number of species","Forest and seminatural areas Forest",NA,NA,17,NA,4.4
"1236","France-Bouché Bou-950","000_Guernion2014","France-Bouché","Bou-950","Observation",49.086,5.919,271,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7,"H20",NA,3.6,NA,28.9,33.7,33.7,NA,NA,NA,"Pasture","Herbaceous",6,"Number of species","Agricultural areas Meadow",NA,NA,7,NA,7
"1237","France-Bouché Bou-951","000_Guernion2014","France-Bouché","Bou-951","Observation",48.582,6.477,219,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,7.1,"H20",NA,2.4,NA,87.8,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",9,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,7.1
"1238","France-Bouché Bou-952","000_Guernion2014","France-Bouché","Bou-952","Observation",45.657,6.459,1058,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,6.5,"H20",NA,3.8,NA,38.5,38.5,19.2,NA,NA,NA,"Pasture","Herbaceous",4,"Number of species","Agricultural areas Meadow",NA,NA,5,NA,6.5
"1239","France-Bouché Bou-953","000_Guernion2014","France-Bouché","Bou-953","Observation",48.168,6.225,317,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,3.3,NA,77.4,9.7,9.7,NA,NA,NA,"Pasture","Herbaceous",9,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,5.8
"1240","France-Bouché Bou-954","000_Guernion2014","France-Bouché","Bou-954","Observation",47.997,6.243,290,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5,"H20",NA,1.9,NA,39.2,39.2,19.6,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,5
"1241","France-Bouché Bou-955","000_Guernion2014","France-Bouché","Bou-955","Observation",47.835,6.36,346,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,3.8,"H20",NA,4.1,NA,76.7,9.6,9.6,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",2,"Number of species","Forest and seminatural areas Forest",NA,NA,10,NA,3.8
"1242","France-Bouché Bou-955","000_Guernion2014","France-Bouché","Bou-955","Observation",47.835,6.36,346,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.1,"H20",NA,2.3,NA,87.9,4.9,4.9,NA,NA,NA,"Pasture","Herbaceous",7,"Number of species","Agricultural areas Meadow",NA,NA,10,NA,5.1
"1243","France-Bouché Bou-957","000_Guernion2014","France-Bouché","Bou-957","Observation",47.907,6.648,564,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,3.8,"H20",NA,4.5,NA,86,4.8,4.8,NA,NA,NA,"Primary vegetation","Broadleaf deciduous forest",3,"Number of species","Forest and seminatural areas Forest",NA,NA,3,NA,3.8
"1244","France-Bouché Bou-958","000_Guernion2014","France-Bouché","Bou-958","Observation",47.898,6.72,452,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4.8,"H20",NA,3.8,NA,86.6,4.8,4.8,NA,NA,NA,"Pasture","Herbaceous",5,"Number of species","Agricultural areas Meadow",NA,NA,6,NA,4.8
"1245","France-Bouché Bou-959","000_Guernion2014","France-Bouché","Bou-959","Observation",47.826,6.837,1157,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,4,"H20",NA,13,NA,78.3,4.3,4.3,NA,NA,NA,"Pasture","Herbaceous",3,"Number of species","Agricultural areas Mountain pasture",NA,NA,4,NA,4
"1246","France-Bouché Bou-96","000_Guernion2014","France-Bouché","Bou-96","Observation",47.214,5.91,274,"France",3,1967,3,1967,"Hand sorting",300000,"cm3",1,8.1,"H20",NA,3.7,NA,28.9,33.7,33.7,NA,NA,NA,"Secondary vegetation","Herbaceous",3,"Number of species","Forest and seminatural areas Grassland",NA,NA,4,NA,8.1
"1247","France-Bouché Bou-960","000_Guernion2014","France-Bouché","Bou-960","Observation",47.808,6.936,481,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.3,"H20",NA,6.7,NA,74.7,9.3,9.3,NA,NA,NA,"Production - Crop plantations","Cropland/Other vegetation mosaic",9,"Number of species","Agricultural areas Orchard",NA,NA,13,NA,5.3
"1248","France-Bouché Bou-960","000_Guernion2014","France-Bouché","Bou-960","Observation",47.808,6.936,481,"France",10,1968,10,1968,"Hand sorting",300000,"cm3",1,5.8,"H20",NA,3.8,NA,62.5,24,9.6,NA,NA,NA,"Unknown","Wetland",2,"Number of species","Wetlands Riverbank",NA,NA,13,NA,5.8
